worker_id,date,daily_earnings,tier,day_of_week,zone_demand_factor,seasonal_multiplier,avg_weekly_earnings_4w
W0048,2025-02-16,1364.0,2,6,1.0,0.91,1322.95
W0048,2025-02-17,1140.45,2,0,1.02,0.92,1325.52
W0048,2025-02-18,1116.62,2,1,0.96,1.01,1314.63
W0048,2025-02-19,1244.41,2,2,1.28,0.84,1303.63
W0048,2025-02-20,1513.43,2,3,1.22,1.04,1300.52
W0048,2025-02-21,1222.49,2,4,1.13,0.91,1311.16
W0048,2025-02-22,1434.19,2,5,0.93,1.03,1306.94
W0048,2025-02-23,1460.6,2,6,1.14,0.9,1312.72
W0048,2025-02-24,1581.53,2,0,1.14,1.2,1319.15
W0048,2025-02-25,940.33,2,1,0.96,0.8,1330.08
W0048,2025-02-26,1225.12,2,2,1.01,1.01,1314.49
W0048,2025-02-27,1280.02,2,3,1.14,0.94,1311.06
W0048,2025-02-28,995.57,2,4,0.82,1.05,1309.91
W0049,2025-02-01,1246.64,2,5,0.83,1.04,1184.31
W0049,2025-02-02,1466.59,2,6,0.86,1.18,1246.64
W0049,2025-02-03,1260.28,2,0,1.1,0.95,1356.62
W0049,2025-02-04,1180.83,2,1,1.2,0.87,1324.5
W0049,2025-02-05,877.53,2,2,0.86,0.87,1288.58
W0049,2025-02-06,1058.47,2,3,0.84,0.98,1206.37
W0049,2025-02-07,1705.25,2,4,1.3,1.11,1181.72
W0049,2025-02-08,1460.02,2,5,1.19,0.9,1256.51
W0049,2025-02-09,1120.84,2,6,0.94,0.82,1281.95
W0049,2025-02-10,1262.26,2,0,1.21,0.87,1264.05
W0049,2025-02-11,1200.47,2,1,0.83,1.19,1263.87
W0049,2025-02-12,1176.51,2,2,1.12,0.84,1258.11
W0049,2025-02-13,1227.6,2,3,1.07,0.97,1251.31
W0049,2025-02-14,1086.04,2,4,1.02,0.9,1249.48
W0049,2025-02-15,973.55,2,5,0.82,0.83,1237.81
W0049,2025-02-16,1526.35,2,6,1.05,1.06,1220.19
W0049,2025-02-17,970.57,2,0,0.82,0.96,1239.33
W0049,2025-02-18,996.45,2,1,1.0,0.8,1223.52
W0049,2025-02-19,1481.42,2,2,1.15,1.11,1210.9
W0049,2025-02-20,1566.0,2,3,1.16,1.12,1225.14
W0049,2025-02-21,839.96,2,4,0.84,0.89,1242.18
W0049,2025-02-22,1483.05,2,5,1.19,0.85,1223.03
W0049,2025-02-23,1857.79,2,6,1.3,0.93,1234.85
W0049,2025-02-24,1334.75,2,0,1.12,0.95,1261.93
W0049,2025-02-25,1433.26,2,1,1.23,0.94,1264.97
W0049,2025-02-26,921.61,2,2,0.94,0.88,1271.7
W0049,2025-02-27,1519.83,2,3,1.08,1.19,1258.23
W0049,2025-02-28,972.32,2,4,1.0,0.84,1267.92
W0050,2025-02-01,1111.6,1,5,1.14,0.99,1056.02
W0050,2025-02-02,689.8,1,6,0.82,0.81,1111.6
W0050,2025-02-03,769.77,1,0,0.92,0.96,900.7
W0050,2025-02-04,992.84,1,1,1.05,1.19,857.06
W0050,2025-02-05,1269.19,1,2,1.21,1.19,891.0
W0050,2025-02-06,903.39,1,3,0.97,1.09,966.64
W0050,2025-02-07,713.44,1,4,1.0,0.88,956.1
W0050,2025-02-08,1414.8,1,5,1.27,1.15,921.43
W0050,2025-02-09,1012.59,1,6,1.17,0.89,983.1
W0050,2025-02-10,740.97,1,0,0.81,1.16,986.38
W0050,2025-02-11,844.1,1,1,1.11,0.9,961.84
W0050,2025-02-12,1097.48,1,2,1.12,1.16,951.14
W0050,2025-02-13,791.23,1,3,1.21,0.84,963.33
W0050,2025-02-14,736.12,1,4,0.83,1.13,950.09
W0050,2025-02-15,928.12,1,5,0.86,1.04,934.81
W0050,2025-02-16,1121.7,1,6,0.97,1.13,934.36
W0050,2025-02-17,697.22,1,0,1.0,0.85,946.07
W0050,2025-02-18,913.53,1,1,0.96,1.19,931.43
W0050,2025-02-19,642.63,1,2,0.91,0.82,930.44
W0050,2025-02-20,894.92,1,3,0.94,1.1,915.29
W0050,2025-02-21,729.62,1,4,0.88,0.95,914.27
W0050,2025-02-22,969.32,1,5,1.09,0.85,905.48
W0050,2025-02-23,1064.03,1,6,1.12,0.95,908.38
W0050,2025-02-24,781.52,1,0,0.8,1.17,915.15
W0050,2025-02-25,1000.42,1,1,1.15,1.04,909.58
W0050,2025-02-26,1084.97,1,2,1.2,0.99,913.21
W0050,2025-02-27,621.48,1,3,0.86,0.86,919.82
W0050,2025-02-28,734.58,1,4,0.92,0.87,908.77
W0051,2025-02-01,766.42,0,5,1.15,1.04,728.1
W0051,2025-02-02,702.45,0,6,1.21,0.92,766.42
W0051,2025-02-03,659.41,0,0,1.08,0.88,734.44
W0051,2025-02-04,690.54,0,1,1.11,1.15,709.43
W0051,2025-02-05,641.1,0,2,1.29,1.0,704.7
W0051,2025-02-06,421.54,0,3,0.9,0.82,691.98
W0051,2025-02-07,467.97,0,4,0.86,0.86,646.91
W0051,2025-02-08,504.44,0,5,1.05,0.86,621.35
W0051,2025-02-09,502.46,0,6,0.83,0.95,606.73
W0051,2025-02-10,743.0,0,0,1.25,0.98,595.15
W0051,2025-02-11,354.83,0,1,0.85,0.82,609.93
W0051,2025-02-12,443.13,0,2,0.81,1.01,586.74
W0051,2025-02-13,349.26,0,3,0.84,0.89,574.77
W0051,2025-02-14,633.42,0,4,1.01,1.1,557.43
W0051,2025-02-15,714.89,0,5,1.25,0.89,562.86
W0051,2025-02-16,618.15,0,6,1.01,0.88,572.99
W0051,2025-02-17,526.27,0,0,0.84,1.03,575.81
W0051,2025-02-18,538.43,0,1,0.91,1.04,572.9
W0051,2025-02-19,433.32,0,2,0.89,0.95,570.98
W0051,2025-02-20,499.11,0,3,0.98,0.91,563.74
W0051,2025-02-21,395.27,0,4,0.97,0.81,560.51
W0051,2025-02-22,530.91,0,5,0.86,0.99,552.64
W0051,2025-02-23,719.2,0,6,1.18,0.89,551.65
W0051,2025-02-24,890.77,0,0,1.28,1.16,558.94
W0051,2025-02-25,618.04,0,1,1.09,1.02,572.76
W0051,2025-02-26,715.7,0,2,1.06,1.14,574.57
W0051,2025-02-27,487.18,0,3,0.91,0.99,580.0
W0051,2025-02-28,640.81,0,4,1.01,1.15,576.56
W0052,2025-02-01,1350.79,2,5,0.92,0.97,1283.25
W0052,2025-02-02,1998.88,2,6,1.26,1.16,1350.79
W0052,2025-02-03,1174.66,2,0,0.82,1.2,1674.84
W0052,2025-02-04,1104.61,2,1,1.01,0.96,1508.11
W0052,2025-02-05,1602.93,2,2,1.2,1.08,1407.24
W0052,2025-02-06,1142.57,2,3,0.84,1.1,1446.37
W0052,2025-02-07,1334.21,2,4,1.15,0.96,1395.74
W0052,2025-02-08,1569.68,2,5,0.92,1.2,1386.95
W0052,2025-02-09,1304.58,2,6,1.13,0.86,1409.79
W0052,2025-02-10,1504.19,2,0,1.29,0.99,1398.1
W0052,2025-02-11,1167.78,2,1,0.87,1.08,1408.71
W0052,2025-02-12,1531.51,2,2,1.11,1.08,1386.81
W0052,2025-02-13,950.58,2,3,0.8,1.05,1398.87
W0052,2025-02-14,1231.98,2,4,1.07,0.92,1364.38
W0052,2025-02-15,1774.22,2,5,1.18,1.08,1354.93
W0052,2025-02-16,1665.08,2,6,1.14,1.05,1382.88
W0052,2025-02-17,1579.4,2,0,1.27,1.01,1400.52
W0052,2025-02-18,920.71,2,1,0.83,0.95,1411.04
W0052,2025-02-19,965.24,2,2,1.03,0.82,1383.8
W0052,2025-02-20,1461.38,2,3,1.15,1.02,1361.77
W0052,2025-02-21,1196.4,2,4,1.19,0.86,1366.75
W0052,2025-02-22,1796.92,2,5,1.12,1.09,1358.64
W0052,2025-02-23,1915.38,2,6,1.24,1.08,1378.56
W0052,2025-02-24,1456.15,2,0,1.25,1.0,1401.9
W0052,2025-02-25,955.57,2,1,1.01,0.82,1404.16
W0052,2025-02-26,1463.13,2,2,1.05,1.13,1386.22
W0052,2025-02-27,1309.36,2,3,1.04,1.01,1389.17
W0052,2025-02-28,1078.83,2,4,1.03,0.95,1386.22
W0053,2025-02-01,836.57,0,5,1.14,1.08,794.74
W0053,2025-02-02,640.64,0,6,1.24,0.83,836.57
W0053,2025-02-03,604.17,0,0,0.89,1.18,738.6
W0053,2025-02-04,420.73,0,1,0.86,0.86,693.79
W0053,2025-02-05,436.15,0,2,0.88,0.88,625.53
W0053,2025-02-06,591.21,0,3,1.01,1.07,587.65
W0053,2025-02-07,619.8,0,4,1.27,0.99,588.24
W0053,2025-02-08,490.2,0,5,0.81,0.88,592.75
W0053,2025-02-09,846.27,0,6,1.2,1.13,579.93
W0053,2025-02-10,746.27,0,0,1.13,1.11,609.53
W0053,2025-02-11,550.12,0,1,1.04,1.07,623.2
W0053,2025-02-12,571.62,0,2,1.03,1.03,616.56
W0053,2025-02-13,641.26,0,3,1.25,0.92,612.81
W0053,2025-02-14,466.17,0,4,0.99,0.92,615.0
W0053,2025-02-15,736.2,0,5,1.22,0.86,604.37
W0053,2025-02-16,548.19,0,6,0.88,1.01,613.16
W0053,2025-02-17,602.13,0,0,0.89,1.08,609.1
W0053,2025-02-18,361.27,0,1,0.88,0.85,608.69
W0053,2025-02-19,691.69,0,2,1.3,1.03,594.94
W0053,2025-02-20,552.03,0,3,0.9,1.08,600.03
W0053,2025-02-21,772.21,0,4,1.13,1.19,597.63
W0053,2025-02-22,874.96,0,5,1.29,1.01,605.95
W0053,2025-02-23,728.8,0,6,0.81,1.17,618.18
W0053,2025-02-24,539.02,0,0,0.88,1.19,622.99
W0053,2025-02-25,563.32,0,1,1.07,1.0,619.49
W0053,2025-02-26,784.7,0,2,1.25,1.19,617.24
W0053,2025-02-27,734.08,0,3,1.18,1.2,623.68
W0053,2025-02-28,668.76,0,4,1.16,1.17,627.77
W0054,2025-02-01,597.22,0,5,0.97,0.84,567.36
W0054,2025-02-02,470.85,0,6,0.86,0.81,597.22
W0054,2025-02-03,438.88,0,0,0.91,0.94,534.04
W0054,2025-02-04,560.66,0,1,0.9,1.01,502.32
W0054,2025-02-05,733.48,0,2,1.19,1.11,516.9
W0054,2025-02-06,737.66,0,3,1.22,1.07,560.22
W0054,2025-02-07,792.01,0,4,1.28,1.19,589.79
W0054,2025-02-08,731.5,0,5,1.1,1.0,618.68
W0054,2025-02-09,665.63,0,6,1.13,0.96,632.78
W0054,2025-02-10,440.46,0,0,0.81,0.94,636.43
W0054,2025-02-11,479.73,0,1,0.95,0.98,616.84
W0054,2025-02-12,737.16,0,2,1.24,1.1,604.37
W0054,2025-02-13,585.99,0,3,1.01,0.98,615.44
W0054,2025-02-14,818.51,0,4,1.25,1.09,613.17
W0054,2025-02-15,767.04,0,5,1.01,1.13,627.84
W0054,2025-02-16,871.78,0,6,1.29,1.01,637.12
W0054,2025-02-17,722.35,0,0,1.27,1.04,651.79
W0054,2025-02-18,564.61,0,1,1.12,0.91,655.94
W0054,2025-02-19,378.68,0,2,0.89,0.98,650.86
W0054,2025-02-20,513.41,0,3,0.9,1.13,636.54
W0054,2025-02-21,535.72,0,4,0.94,1.0,630.38
W0054,2025-02-22,675.37,0,5,1.09,1.0,625.87
W0054,2025-02-23,628.07,0,6,0.91,1.12,628.12
W0054,2025-02-24,591.6,0,0,1.12,0.85,628.12
W0054,2025-02-25,618.55,0,1,1.13,0.92,626.6
W0054,2025-02-26,597.33,0,2,1.12,0.81,626.28
W0054,2025-02-27,715.44,0,3,1.18,1.0,625.16
W0054,2025-02-28,521.21,0,4,0.98,0.99,628.51
W0055,2025-02-01,686.92,0,5,1.02,0.9,652.57
W0055,2025-02-02,667.66,0,6,0.99,1.09,686.92
W0055,2025-02-03,560.6,0,0,0.93,1.03,677.29
W0055,2025-02-04,638.72,0,1,1.15,0.94,638.39
W0055,2025-02-05,347.45,0,2,0.83,0.94,638.47
W0055,2025-02-06,320.82,0,3,0.82,0.92,580.27
W0055,2025-02-07,535.59,0,4,1.12,0.83,537.03
W0055,2025-02-08,848.94,0,5,1.18,1.04,536.82
W0055,2025-02-09,596.61,0,6,0.96,0.93,575.84
W0055,2025-02-10,563.02,0,0,1.15,0.95,578.15
W0055,2025-02-11,569.99,0,1,1.07,0.94,576.63
W0055,2025-02-12,595.18,0,2,0.94,1.11,576.03
W0055,2025-02-13,668.15,0,3,1.01,1.17,577.62
W0055,2025-02-14,682.52,0,4,1.05,1.13,584.59
W0055,2025-02-15,886.83,0,5,1.2,1.02,591.58
W0055,2025-02-16,791.51,0,6,1.16,1.08,611.27
W0055,2025-02-17,669.66,0,0,1.01,1.17,622.53
W0055,2025-02-18,436.5,0,1,0.81,0.94,625.3
W0055,2025-02-19,405.57,0,2,1.15,0.86,614.82
W0055,2025-02-20,746.62,0,3,1.06,1.19,603.8
W0055,2025-02-21,449.47,0,4,0.89,0.92,610.94
W0055,2025-02-22,577.68,0,5,0.86,1.08,603.25
W0055,2025-02-23,476.21,0,6,0.95,0.88,602.09
W0055,2025-02-24,421.74,0,0,0.86,0.81,596.62
W0055,2025-02-25,559.11,0,1,1.04,0.97,589.33
W0055,2025-02-26,658.55,0,2,1.13,1.04,588.12
W0055,2025-02-27,697.95,0,3,1.03,1.16,590.83
W0055,2025-02-28,385.6,0,4,0.81,0.84,594.8
W0056,2025-02-01,603.48,0,5,0.86,1.04,573.31
W0056,2025-02-02,526.8,0,6,0.81,0.86,603.48
W0056,2025-02-03,473.64,0,0,0.94,1.03,565.14
W0056,2025-02-04,765.93,0,1,1.19,1.05,534.64
W0056,2025-02-05,515.26,0,2,1.05,0.83,592.46
W0056,2025-02-06,558.58,0,3,1.06,1.09,577.02
W0056,2025-02-07,612.6,0,4,1.28,0.87,573.95
W0056,2025-02-08,891.1,0,5,1.16,1.17,579.47
W0056,2025-02-09,819.94,0,6,1.23,0.99,618.42
W0056,2025-02-10,596.96,0,0,0.85,1.13,640.81
W0056,2025-02-11,637.26,0,1,1.29,0.97,636.43
W0056,2025-02-12,598.99,0,2,1.18,0.93,636.5
W0056,2025-02-13,524.84,0,3,1.03,1.01,633.38
W0056,2025-02-14,564.77,0,4,0.94,1.09,625.03
W0056,2025-02-15,461.89,0,5,0.84,1.0,620.72
W0056,2025-02-16,850.96,0,6,1.14,1.14,610.14
W0056,2025-02-17,565.85,0,0,1.0,1.19,625.19
W0056,2025-02-18,813.11,0,1,1.25,1.12,621.7
W0056,2025-02-19,738.21,0,2,1.27,0.95,632.33
W0056,2025-02-20,607.93,0,3,1.14,0.96,637.9
W0056,2025-02-21,660.51,0,4,1.06,1.07,636.41
W0056,2025-02-22,929.81,0,5,1.15,1.19,637.55
W0056,2025-02-23,710.32,0,6,1.25,0.87,650.84
W0056,2025-02-24,675.89,0,0,1.22,0.96,653.42
W0056,2025-02-25,405.75,0,1,0.92,0.97,654.36
W0056,2025-02-26,675.44,0,2,1.18,1.04,644.42
W0056,2025-02-27,770.84,0,3,1.18,1.12,645.61
W0056,2025-02-28,716.99,0,4,1.13,1.18,650.25
W0057,2025-02-01,1771.18,2,5,1.29,1.0,1682.62
W0057,2025-02-02,1340.04,2,6,1.04,0.89,1771.18
W0057,2025-02-03,1097.59,2,0,0.81,1.1,1555.61
W0057,2025-02-04,794.25,2,1,0.81,0.87,1402.94
W0057,2025-02-05,1204.87,2,2,1.1,0.93,1250.77
W0057,2025-02-06,1567.02,2,3,1.18,1.06,1241.59
W0057,2025-02-07,1231.26,2,4,1.06,1.0,1295.82
W0057,2025-02-08,1495.63,2,5,1.05,1.0,1286.6
W0057,2025-02-09,1702.52,2,6,1.2,1.02,1312.73
W0057,2025-02-10,1112.43,2,0,1.24,0.85,1356.04
W0057,2025-02-11,1396.38,2,1,1.03,1.14,1331.68
W0057,2025-02-12,1136.86,2,2,0.89,1.06,1337.56
W0057,2025-02-13,1669.46,2,3,1.19,1.15,1320.84
W0057,2025-02-14,1151.45,2,4,0.96,0.96,1347.65
W0057,2025-02-15,1647.68,2,5,1.18,1.03,1333.64
W0057,2025-02-16,1441.79,2,6,1.03,1.02,1354.57
W0057,2025-02-17,865.41,2,0,0.83,0.91,1360.03
W0057,2025-02-18,1492.11,2,1,1.14,1.11,1330.93
W0057,2025-02-19,902.89,2,2,0.94,0.82,1339.88
W0057,2025-02-20,1303.02,2,3,0.98,1.12,1316.89
W0057,2025-02-21,1417.31,2,4,1.09,1.11,1316.19
W0057,2025-02-22,1667.01,2,5,1.01,1.2,1321.01
W0057,2025-02-23,1031.81,2,6,0.83,0.9,1336.73
W0057,2025-02-24,1592.68,2,0,1.14,1.15,1323.48
W0057,2025-02-25,884.44,2,1,0.86,0.87,1334.69
W0057,2025-02-26,1312.02,2,2,1.13,0.97,1316.68
W0057,2025-02-27,1289.69,2,3,1.06,0.97,1316.5
W0057,2025-02-28,911.16,2,4,0.81,0.93,1315.51
W0058,2025-02-01,1322.5,2,5,1.09,0.93,1256.38
W0058,2025-02-02,1290.8,2,6,0.9,1.0,1322.5
W0058,2025-02-03,1139.29,2,0,1.13,0.87,1306.65
W0058,2025-02-04,1259.71,2,1,0.9,1.05,1250.86
W0058,2025-02-05,1305.3,2,2,1.29,0.83,1253.08
W0058,2025-02-06,998.69,2,3,0.93,0.92,1263.52
W0058,2025-02-07,1375.72,2,4,1.09,1.12,1219.38
W0058,2025-02-08,1603.07,2,5,1.16,1.03,1241.72
W0058,2025-02-09,1329.54,2,6,0.94,1.03,1286.88
W0058,2025-02-10,1159.46,2,0,0.84,1.13,1291.62
W0058,2025-02-11,1136.77,2,1,1.05,0.92,1278.41
W0058,2025-02-12,1053.7,2,2,1.01,0.9,1265.53
W0058,2025-02-13,1262.47,2,3,1.06,1.07,1247.88
W0058,2025-02-14,1314.95,2,4,1.11,1.01,1249.0
W0058,2025-02-15,1313.06,2,5,0.89,1.0,1253.71
W0058,2025-02-16,1302.27,2,6,0.93,1.06,1257.67
W0058,2025-02-17,1785.99,2,0,1.23,1.16,1260.46
W0058,2025-02-18,844.33,2,1,0.83,0.88,1291.37
W0058,2025-02-19,1110.49,2,2,1.03,0.9,1266.53
W0058,2025-02-20,1320.3,2,3,1.22,0.96,1258.32
W0058,2025-02-21,1647.72,2,4,1.23,1.16,1261.42
W0058,2025-02-22,1105.94,2,5,0.93,0.91,1279.82
W0058,2025-02-23,1419.29,2,6,1.14,0.89,1271.91
W0058,2025-02-24,1334.39,2,0,1.2,0.92,1278.32
W0058,2025-02-25,1401.74,2,1,1.04,1.2,1280.66
W0058,2025-02-26,1033.93,2,2,0.9,0.91,1285.5
W0058,2025-02-27,1077.66,2,3,0.81,1.12,1275.82
W0058,2025-02-28,1164.37,2,4,1.12,0.82,1268.48
W0059,2025-02-01,1811.43,2,5,1.16,1.11,1720.86
W0059,2025-02-02,1109.16,2,6,0.95,0.83,1811.43
W0059,2025-02-03,1642.87,2,0,1.25,1.07,1460.3
W0059,2025-02-04,1635.88,2,1,1.22,1.14,1521.15
W0059,2025-02-05,1111.77,2,2,0.92,1.03,1549.84
W0059,2025-02-06,1396.64,2,3,1.13,1.03,1462.22
W0059,2025-02-07,1420.54,2,4,1.19,1.01,1451.29
W0059,2025-02-08,1714.77,2,5,1.1,1.11,1446.9
W0059,2025-02-09,1894.51,2,6,1.22,1.09,1480.38
W0059,2025-02-10,800.29,2,0,0.91,0.84,1526.4
W0059,2025-02-11,910.11,2,1,0.91,0.91,1453.79
W0059,2025-02-12,1060.23,2,2,0.83,1.01,1404.36
W0059,2025-02-13,1118.58,2,3,1.15,0.85,1375.68
W0059,2025-02-14,988.55,2,4,0.92,0.91,1355.91
W0059,2025-02-15,1407.92,2,5,1.19,0.86,1329.67
W0059,2025-02-16,1824.6,2,6,1.12,1.16,1334.88
W0059,2025-02-17,1677.63,2,0,1.17,1.12,1365.49
W0059,2025-02-18,1268.81,2,1,1.14,0.9,1383.85
W0059,2025-02-19,1226.29,2,2,0.99,1.06,1377.46
W0059,2025-02-20,1278.8,2,3,1.14,1.01,1369.5
W0059,2025-02-21,1209.0,2,4,0.92,0.98,1364.97
W0059,2025-02-22,2076.06,2,5,1.26,1.17,1357.54
W0059,2025-02-23,1963.38,2,6,1.27,1.1,1390.2
W0059,2025-02-24,1115.48,2,0,1.02,0.93,1415.12
W0059,2025-02-25,1548.91,2,1,1.21,1.06,1402.64
W0059,2025-02-26,1080.08,2,2,0.84,1.11,1408.49
W0059,2025-02-27,1413.66,2,3,1.05,1.09,1395.86
W0059,2025-02-28,1398.0,2,4,1.01,1.17,1396.52
W0060,2025-02-01,768.55,1,5,0.85,0.86,730.12
W0060,2025-02-02,1197.86,1,6,1.16,1.02,768.55
W0060,2025-02-03,1055.15,1,0,1.15,1.1,983.2
W0060,2025-02-04,894.3,1,1,1.02,1.06,1007.19
W0060,2025-02-05,576.01,1,2,0.8,0.88,978.96
W0060,2025-02-06,719.43,1,3,0.86,0.9,898.37
W0060,2025-02-07,1078.83,1,4,1.16,1.11,868.55
W0060,2025-02-08,1055.84,1,5,1.1,0.96,898.59
W0060,2025-02-09,1198.92,1,6,1.03,1.15,918.25
W0060,2025-02-10,802.0,1,0,0.96,0.91,949.43
W0060,2025-02-11,640.13,1,1,0.84,0.95,934.69
W0060,2025-02-12,1098.3,1,2,1.22,1.03,907.91
W0060,2025-02-13,493.48,1,3,0.81,0.81,923.78
W0060,2025-02-14,625.0,1,4,0.91,0.84,890.68
W0060,2025-02-15,1003.66,1,5,1.03,0.9,871.7
W0060,2025-02-16,986.27,1,6,1.1,0.86,880.5
W0060,2025-02-17,840.04,1,0,0.89,1.03,887.11
W0060,2025-02-18,1188.87,1,1,1.19,1.17,884.34
W0060,2025-02-19,1033.88,1,2,1.21,1.0,901.26
W0060,2025-02-20,1253.1,1,3,1.27,1.13,908.24
W0060,2025-02-21,830.35,1,4,0.93,1.1,925.48
W0060,2025-02-22,846.07,1,5,0.9,0.89,920.95
W0060,2025-02-23,1009.69,1,6,1.16,0.88,917.55
W0060,2025-02-24,964.23,1,0,1.29,0.89,921.55
W0060,2025-02-25,725.34,1,1,1.03,0.9,923.33
W0060,2025-02-26,670.94,1,2,0.84,0.99,915.41
W0060,2025-02-27,1226.64,1,3,1.24,1.19,906.01
W0060,2025-02-28,836.98,1,4,0.99,0.97,917.88
W0061,2025-02-01,702.03,0,5,1.1,0.83,666.93
W0061,2025-02-02,671.65,0,6,1.04,0.94,702.03
W0061,2025-02-03,679.34,0,0,1.14,1.12,686.84
W0061,2025-02-04,351.82,0,1,0.8,1.0,684.34
W0061,2025-02-05,635.31,0,2,0.99,1.19,601.21
W0061,2025-02-06,540.31,0,3,1.25,0.82,608.03
W0061,2025-02-07,380.4,0,4,0.89,0.87,596.74
W0061,2025-02-08,568.32,0,5,1.03,0.84,565.84
W0061,2025-02-09,649.0,0,6,1.02,0.9,566.15
W0061,2025-02-10,637.73,0,0,1.29,0.91,575.35
W0061,2025-02-11,554.85,0,1,0.98,0.97,581.59
W0061,2025-02-12,756.22,0,2,1.21,1.17,579.16
W0061,2025-02-13,607.11,0,3,1.06,0.97,593.92
W0061,2025-02-14,751.77,0,4,1.05,1.18,594.93
W0061,2025-02-15,789.99,0,5,1.08,1.17,606.13
W0061,2025-02-16,476.58,0,6,0.83,0.87,618.39
W0061,2025-02-17,558.36,0,0,0.88,0.99,609.53
W0061,2025-02-18,636.69,0,1,1.05,0.98,606.52
W0061,2025-02-19,700.12,0,2,1.29,1.02,608.19
W0061,2025-02-20,555.09,0,3,1.16,0.86,613.03
W0061,2025-02-21,449.29,0,4,0.97,0.88,610.13
W0061,2025-02-22,950.78,0,5,1.17,1.13,602.48
W0061,2025-02-23,741.6,0,6,1.13,0.88,618.31
W0061,2025-02-24,574.93,0,0,0.89,1.17,623.67
W0061,2025-02-25,543.03,0,1,0.92,1.0,621.64
W0061,2025-02-26,640.16,0,2,0.94,1.19,618.49
W0061,2025-02-27,470.72,0,3,0.86,0.95,619.33
W0061,2025-02-28,417.48,0,4,0.96,0.81,613.82
W0062,2025-02-01,688.42,0,5,1.03,1.08,654.0
W0062,2025-02-02,636.1,0,6,1.13,0.93,688.42
W0062,2025-02-03,794.77,0,0,1.11,0.98,662.26
W0062,2025-02-04,702.62,0,1,1.25,1.12,706.43
W0062,2025-02-05,556.93,0,2,0.86,1.15,705.48
W0062,2025-02-06,687.34,0,3,1.2,1.1,675.77
W0062,2025-02-07,644.11,0,4,1.07,1.04,677.7
W0062,2025-02-08,678.22,0,5,0.92,1.11,672.9
W0062,2025-02-09,399.67,0,6,0.81,0.88,673.56
W0062,2025-02-10,646.98,0,0,1.28,0.86,643.13
W0062,2025-02-11,575.21,0,1,0.95,1.12,643.52
W0062,2025-02-12,602.59,0,2,1.25,1.04,637.31
W0062,2025-02-13,430.29,0,3,0.98,0.84,634.41
W0062,2025-02-14,563.26,0,4,1.02,0.96,618.71
W0062,2025-02-15,569.4,0,5,0.93,1.04,614.75
W0062,2025-02-16,613.48,0,6,0.89,1.05,611.73
W0062,2025-02-17,661.57,0,0,1.06,1.19,611.84
W0062,2025-02-18,681.82,0,1,1.16,1.17,614.76
W0062,2025-02-19,666.53,0,2,1.06,1.06,618.49
W0062,2025-02-20,545.73,0,3,0.84,1.12,621.02
W0062,2025-02-21,604.82,0,4,0.95,1.19,617.25
W0062,2025-02-22,540.45,0,5,0.92,0.97,616.66
W0062,2025-02-23,768.58,0,6,1.08,1.17,613.2
W0062,2025-02-24,614.03,0,0,1.03,1.09,619.95
W0062,2025-02-25,552.09,0,1,1.21,0.94,619.71
W0062,2025-02-26,446.24,0,2,0.81,1.1,617.0
W0062,2025-02-27,637.2,0,3,1.03,1.11,610.43
W0062,2025-02-28,587.24,0,4,1.01,1.08,611.42
W0063,2025-02-01,972.07,1,5,0.96,1.09,923.47
W0063,2025-02-02,1176.04,1,6,0.97,1.17,972.07
W0063,2025-02-03,680.5,1,0,0.91,0.83,1074.06
W0063,2025-02-04,935.6,1,1,1.14,0.97,942.87
W0063,2025-02-05,733.73,1,2,0.81,0.96,941.05
W0063,2025-02-06,846.58,1,3,1.03,0.96,899.59
W0063,2025-02-07,1050.15,1,4,1.13,1.1,890.75
W0063,2025-02-08,1232.33,1,5,1.21,1.05,913.52
W0063,2025-02-09,1408.31,1,6,1.28,1.07,953.38
W0063,2025-02-10,878.55,1,0,0.9,1.13,1003.92
W0063,2025-02-11,916.66,1,1,1.15,0.88,991.39
W0063,2025-02-12,675.15,1,2,0.87,0.9,984.59
W0063,2025-02-13,1161.58,1,3,1.22,1.14,958.81
W0063,2025-02-14,857.49,1,4,1.18,0.86,974.4
W0063,2025-02-15,871.85,1,5,1.01,0.85,966.05
W0063,2025-02-16,783.62,1,6,1.04,0.81,959.77
W0063,2025-02-17,743.31,1,0,0.92,0.92,948.76
W0063,2025-02-18,648.81,1,1,0.97,0.84,936.68
W0063,2025-02-19,955.4,1,2,1.22,0.97,920.68
W0063,2025-02-20,1039.45,1,3,1.09,1.09,922.51
W0063,2025-02-21,846.57,1,4,1.3,0.81,928.36
W0063,2025-02-22,1419.71,1,5,1.16,1.17,924.46
W0063,2025-02-23,1135.14,1,6,1.23,0.89,946.98
W0063,2025-02-24,843.19,1,0,1.08,0.91,955.16
W0063,2025-02-25,1156.12,1,1,1.12,1.16,950.49
W0063,2025-02-26,979.76,1,2,1.12,0.98,958.72
W0063,2025-02-27,737.24,1,3,1.02,0.86,959.53
W0063,2025-02-28,811.35,1,4,1.02,1.0,951.29
W0064,2025-02-01,1237.59,1,5,1.09,1.07,1175.71
W0064,2025-02-02,1135.04,1,6,1.03,1.15,1237.59
W0064,2025-02-03,892.29,1,0,1.0,0.97,1186.32
W0064,2025-02-04,798.42,1,1,0.98,0.99,1088.31
W0064,2025-02-05,963.34,1,2,1.29,0.86,1015.84
W0064,2025-02-06,780.71,1,3,0.84,0.99,1005.34
